RBD|NOM_RBD|COD_REG_RBD|COD_PRO_RBD|COD_COM_RBD|NOM_REGI_N|NOM_PROVINCIA|COD_DEPROV|NOM_DEPROV|NOM_COMUNA|grado|ind_am_rbd|dim_am_aa_rbd|dim_am_me_rbd|ind_cc_rbd|dim_cc_ao_rbd|dim_cc_ar_rbd|dim_cc_as_rbd|ind_hv_rbd|dim_hv_ac_rbd|dim_hv_ha_rbd|dim_hv_va_rbd|ind_pf_rbd|dim_pf_pa_rbd|dim_pf_sp_rbd|dim_pf_vd_rbd|cod_depe2|cod_grupo|cod_rural_rbd
9179|COLEGIO SANTA MARTA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|72.135240819|69.539092375|74.731389264|73.273005812|77.128086297|68.186936537|74.503994601|68.522629903|69.753804641|70.39989575|65.414189317|77.656390179|75.907100636|71.589002129|85.473067774|2|4|1
9182|COLEGIO POLIVALENTE YORK|13|131|13122|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PEÑALOLÉN|2m|71.380151185|67.932344226|74.827958143|72.047071123|77.444939944|66.245705541|72.450567884|61.499394435|71.661136367|55.754482462|57.082564477|71.647544903|71.090092189|71.135155004|72.717387516|2|2|1
9184|COLEGIO PRECIOSA SANGRE|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|70.468355262|70.787157958|70.149552567|71.163694073|77.655103936|66.728800108|69.107178177|68.064781171|69.459379444|74.696305142|60.038658928|72.832990185|74.315499962|68.774996907|75.408473687|2|4|1
9185|LICEO SALESIANO CAMILO ORTUZAR MONTT|13|131|13118|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|MACUL|2m|75.706788079|75.612550908|75.801025249|77.130375022|82.895889174|70.941164897|77.554070996|68.285155332|74.514123914|66.068374852|64.272967229|81.935363036|81.118532508|82.733534443|81.954022158|2|4|1
9194|CENTRO EDUC PROFES GMO GONZALEZ HEINRIC|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|71.318090109|69.701536201|72.934644018|71.017391757|77.020387473|65.730372582|70.301415217|63.709712898|74.903968783|54.663278339|61.561891571|70.564027134|66.401541038|73.332758542|71.957781823|2|2|1
9200|COLEGIO PARTICULAR JORGE PRIETO LETELIE|13|131|13122|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PEÑALOLÉN|2m|74.697653167|71.95201644|77.443289895|77.756241868|83.65568031|69.380016774|80.233028518|66.891952644|71.910460408|70.71154893|58.053848594|76.812894938|80.100181175|76.623667956|73.714835683|2|2|1
9208|COMPLEJO EDUCACIONAL ESPERANZA|13|131|13118|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|MACUL|2m|73.401613231|71.63047625|75.172750212|71.222826418|77.852773635|65.806299784|70.009405834|70.001578451|73.506584148|72.57445888|63.923692326|71.060693815|70.263484453|70.226262211|72.692334782|2|2|1
9209|ESCUELA PARTICULAR SAN JUAN BAUTISTA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|75.441301077|74.152113914|76.730488241|72.846022314|77.229959235|66.770300651|74.537807057|67.620008841|70.813471548|77.568686937|54.477868038|72.144778179|75.413566516|68.600459519|72.420308501|2|3|1
9213|COLEGIO, CENTRO EDUC.AMERICO VESPUCIO|13|131|13122|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PEÑALOLÉN|2m|74.988365999|72.512604877|77.464127121|71.998263234|74.420438289|68.269458594|73.30489282|63.451109456|65.620387154|65.951297826|58.781643387|75.647252041|74.296835222|72.317018471|80.32790243|2|2|1
9216|COLEGIO SUIZO DE SANTIAGO|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|72.049441996|73.054774188|71.044109805|78.233700133|83.549805957|73.336796889|77.814497552|76.825313896|92.095129625|74.358086095|64.022725968|79.779297533|81.468711521|77.036346985|80.832834092|3|5|1
9217|COLEGIO AKROS|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|77.247328098|77.594733727|76.89992247|77.684799176|84.600226299|73.522626115|74.931545115|76.948347176|90.334435386|82.615409473|57.89519667|71.903175465|68.468946371|70.111021008|77.129559015|3|5|1
9221|COLEGIO ALTAMIRA|13|131|13122|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PEÑALOLÉN|2m|73.893586349|73.201461173|74.585711525|77.55921401|82.296498876|73.137911553|77.243231601|73.295494551|81.08718087|71.186327831|67.612974952|82.582847683|81.811788677|83.983536247|81.953218126|3|5|1
9228|INSTITUTO PABLO NERUDA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|63.672711537|64.029000937|63.316422137|68.005017033|73.510468456|61.866763259|68.637819383|63.389802256|73.543642124|70.239854634|46.385910009|68.03585461|69.495422426|63.217979792|71.394161612|3|5|1
9230|COLEGIO ISABEL LA CATOLICA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|66.792461073|69.441144227|64.143777918|75.3237909|84.111243454|67.125291509|74.734837739|63.129127392|70.818031584|65.82340584|52.745944753|78.282773749|85.663903882|72.841748417|76.342668949|3|5|1
9237|INSTITUTO HEBREO DR CHAIM WEIZMANN-ORT|13|131|13115|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|LO BARNECHEA|2m|69.29444155|70.796369975|67.792513124|75.222449716|80.935578175|67.686315466|77.045455507|73.679516028|90.608100306|71.614167685|58.816280094|73.797059543|75.489542733|74.666466986|71.235168912|3|5|1
9239|COLEGIO FRANCISCO DE MIRANDA|13|131|13122|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PEÑALOLÉN|2m|68.172177323|68.160345395|68.184009251|77.207734198|76.824706982|72.825445192|81.973050419|67.085403852|80.352998155|64.786778679|56.116434721|83.59151721|79.635028849|83.304482594|87.835040189|3|5|1
9244|FUNDACIÓN EDUCACIONAL COLEGIO NOTRE DAM|13|131|13122|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PEÑALOLÉN|2m|68.4579788|68.984519422|67.931438179|70.634282391|77.178781768|65.093868264|69.63019714|65.994082645|77.684171727|66.571815831|53.726260378|78.572080005|80.806280019|74.001025333|80.908934664|3|5|1
9246|COLEGIO SAN AGUSTIN|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|74.319945473|75.508757189|73.131133756|75.251841979|79.788012207|71.129978433|74.837535297|76.100316037|86.000885109|73.25507711|69.044985892|78.587002621|77.647963375|78.630553337|79.482491151|3|5|1
9249|COLEGIO SAINT GASPAR COLLEGE|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|74.193401357|76.138438327|72.248364387|77.983678346|83.733992958|72.318052773|77.898989307|73.410537538|85.62289174|71.346892411|63.261828464|78.259399022|87.103310466|75.858360624|71.816525976|3|5|1
9250|COLEGIO CALASANZ|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|70.31558446|72.397504041|68.233664878|72.199761968|79.896590948|66.067034616|70.63566034|70.191303647|80.653658382|69.101013741|60.819238819|74.161632784|78.843714284|70.167143933|73.474040135|3|5|1
9259|COLEGIO SANTO TOMAS ÑUÑOA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|72.415163067|72.795985936|72.034340198|70.244509306|74.790823748|65.17507821|70.767625961|66.790551314|77.589640359|60.397075243|62.384938339|71.651192709|72.292117112|69.087259294|73.574201722|3|5|1
9263|COLEGIO SANTA GEMA GALGANI|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|80.948232566|82.88932584|79.007139293|74.279279157|79.404939823|67.783479929|75.649417718|64.340142477|72.928242269|66.518540527|53.573644636|74.08280813|84.021173529|64.897220392|73.330030471|3|5|1
9267|LICEO EXPERIMENTAL MANUEL DE SALAS|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|73.018893046|75.087043125|70.950742968|70.027859363|72.596677097|64.98382367|72.503077321|66.925486184|75.711662868|65.954981192|59.109814493|76.935527246|75.887506279|72.236450745|82.682624713|3|5|1
9270|COLEGIO VICTOR DOMINGO SILVA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|72.505174937|75.244525004|69.765824869|69.34806605|70.449462534|69.867767773|67.726967842|74.656594472|81.796378771|76.378826055|65.794578589|67.952744703|81.34801065|59.608641844|62.901581616|3|5|1
9271|COLEGIO THE KENT SCHOOL|13|131|13123|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|PROVIDENCIA|2m|67.838358592|70.838891914|64.83782527|75.755482644|84.079834807|68.525406999|74.661206127|70.533025123|86.018549833|66.08557553|59.494950005|70.153662884|73.512050569|66.393546938|70.555391144|3|5|1
9276|COLEGIO UNIVERSITARIO EL SALVADOR|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|68.592241994|69.559621295|67.624862693|70.502193848|80.609378962|66.630607908|64.266594674|75.045518656|79.99363372|77.324346922|67.818575326|75.684521691|77.826108185|70.927712751|78.299744138|3|5|1
9277|COLEGIO SAN MARCOS|13|131|13118|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|MACUL|2m|71.583483583|72.520895299|70.646071868|72.70343916|77.052394678|67.291776347|73.766146456|70.24773765|80.820723063|66.98730475|62.935185136|74.212509127|79.007673118|67.993679285|75.636174976|3|5|1
9278|COLEGIO INSTITUTO SANTA MARIA|13|131|13120|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|133|SANTIAGO ORIENTE|ÑUÑOA|2m|71.265242868|72.775512423|69.754973314|73.078842397|77.245817834|69.926648446|72.064060911|72.357191899|79.216532268|75.817960724|62.037082705|74.715849711|79.383653442|71.839902768|72.923992923|3|5|1
9281|LICEO BENJAMIN VICUNA MACKENNA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|70.511537554|68.49550178|72.527573329|67.909900317|72.926653457|63.491921553|67.311125942|62.700037039|65.216345922|62.733106674|60.150658521|71.238158039|74.167502214|66.157322354|73.389649548|1|2|1
9283|ESCUELA BELLAVISTA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|71.999813125|70.943604781|73.056021468|72.130358749|78.065115282|66.796778497|71.529182467|67.482672914|68.800852457|71.669410196|61.977756091|72.880899816|73.221337082|72.307650435|73.113711932|1|3|1
9285|ESCUELA MARCELA PAZ|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|77.043739674|72.955162836|81.132316513|73.543551697|76.865982577|68.565718337|75.198954179|65.135823715|71.8244816|67.527867833|56.055121713|76.378988131|72.218011985|78.453131153|78.465821254|1|1|1
9288|LICEO NUEVO AMANECER|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|73.292602065|72.867176164|73.718027966|75.093015425|80.14151533|69.378326951|75.759203994|63.976466024|68.031464401|64.318504797|59.579428874|74.467123004|71.921228968|72.335979052|79.144160993|1|1|1
9292|COMPLEJO EDUC. MUNICIPAL CARDEN.A.SAMOR|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|71.057991081|68.7648368|73.351145361|69.515540338|75.289534023|65.292505933|67.964581058|67.5545542|71.202419361|72.414481821|59.046761417|70.81856305|68.288264138|69.747749486|74.419675525|1|2|1
9293|LICEO POLIVALENTE LOS ALMENDROS|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|75.517000093|72.820928113|78.213072074|68.930867434|74.976792853|62.956649512|68.859159937|62.653153133|71.405483612|61.083417396|55.470558391|72.833728646|69.191012923|73.519578367|75.790594648|1|1|1
9294|LICEO ANDRES BELLO|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|73.424590165|72.111325806|74.737854524|62.516319627|69.736097922|59.021414446|58.791446513|59.655208214|62.034319608|66.1642987|50.767006333|64.299610412|63.518251237|59.463207747|69.917372252|1|2|1
9298|LICEO INDIRA GANDHI|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|68.371802127|67.897112699|68.846491555|72.858247614|79.356921154|66.660060608|72.557761082|65.277413742|66.406884995|68.549911177|60.875445053|74.198327479|76.661702491|74.364477485|71.568802461|1|2|1
9312|CHILEAN EAGLES COLLEGE|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|71.269239474|68.688335914|73.850143035|71.507218247|78.821188115|65.072927842|70.627538784|64.963049637|78.646803079|59.172420452|57.06992538|68.476622082|64.495071627|68.425109741|72.509684877|2|3|1
9317|INSTITUTO LA SALLE|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|74.138594518|73.709602644|74.567586391|74.267893153|80.12877473|68.118313987|74.556590742|71.087309757|82.958236469|65.310182409|64.993510394|78.395151892|77.164250042|83.552489908|74.468715727|2|4|1
9318|COLEGIO MAURICIO RUGENDAS|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|74.068443692|71.531769205|76.605118178|77.933445402|83.981220544|73.422259423|76.39685624|67.407239993|88.058672989|60.881350407|53.281696584|79.876516775|72.834918751|82.13767811|84.656953465|2|2|1
9324|ESCUELA PARTICULAR MSR.DIEGO ROSALES|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|78.88791945|78.23658626|79.53925264|83.918319687|91.198164509|74.881181636|85.675612915|79.856385421|89.341293825|78.244880444|71.982981995|85.179953612|87.307600159|85.675144276|82.557116401|2|2|1
9328|COLEGIO POLIV. SAN SEBASTIAN DE LA FLOR|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|69.935317561|66.812109787|73.058525336|71.376938238|78.456211634|65.081541711|70.593061369|63.027943097|71.027408247|55.646214032|62.410207012|70.136147362|68.66942501|72.473218802|69.265798273|2|2|1
9330|COLEGIO ALAIN DE LA FLORIDA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|70.703492362|68.234479725|73.172504998|66.195494973|70.174808311|65.540497091|62.871179517|61.919547155|70.996476297|60.915165927|53.846999239|63.313027549|65.728782669|59.023355923|65.186944056|2|2|1
9331|COLEGIO PARTICULAR THE GARDEN SCHOOL|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|69.408233372|68.794992362|70.021474381|66.550796182|71.139452626|64.408920743|64.104015175|55.560291082|59.451895395|54.455039602|52.773938249|66.475153953|70.146335606|62.491583717|66.787542536|2|3|1
9332|COLEGIO SANTA PATRICIA DE LA FLORIDA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|82.584689389|79.4274603|85.741918479|78.652139831|84.421358302|72.063162496|79.471898694|66.175154365|66.964619872|64.03449076|67.526352461|81.901458682|81.523191444|81.888679564|82.292505039|2|2|1
9339|ESCUELA Y COLEGIO POLITECNICO LOS HEROE|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|82.390436415|78.047056838|86.733815991|91.201456363|96.591931563|82.209956286|94.802481241|78.767816105|84.553973765|70.879041925|80.870432625|91.076716351|96.639520716|90.956206461|85.634421875|2|1|1
9340|COLEGIO SANTA MARIA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|70.155818818|70.388410043|69.923227592|70.152052634|76.538683133|66.380415427|67.537059341|62.179078362|70.838322912|59.266565362|56.432346812|69.875342016|65.723220085|66.370262531|77.532543432|2|3|1
9347|CENTRO EDUCACIONAL LA FLORIDA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|72.263179035|71.197547005|73.328811065|73.412956501|78.491306229|67.790930761|73.956632514|67.362217128|73.365753431|69.747408458|58.973489495|74.395624476|71.553428613|74.325150673|77.308294141|2|2|1
9356|COLEGIO PARTICULAR SAN FRANCISCO DE ASI|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|64.877529843|66.016274689|63.738784996|61.688426473|66.988150809|57.839554414|60.237574196|61.605822428|65.086451311|57.987770385|61.743245588|65.60116881|74.098614451|55.375919767|67.328972211|2|3|1
9362|COLEGIO PARTICULAR LA CONCEPCION|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|70.998242388|70.622019351|71.374465424|69.364679437|74.668124036|65.561763548|67.864150728|69.780353817|75.706028291|70.917425808|62.717607351|67.316000889|67.828939181|63.179944084|70.939119401|2|3|1
9369|ESCUELA PARTICULAR ROSARIO CONCHA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|67.660912278|68.497069757|66.824754799|72.328332723|75.103694546|67.717443054|74.163860569|63.532771447|63.744784172|64.038386167|62.815144001|72.488947996|76.608589104|71.641704127|69.216550758|2|3|1
9373|BERNADETTE COLLEGE|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|69.911623792|67.615385193|72.207862391|74.710499734|78.784133682|71.718262744|73.629102777|70.569245608|77.280064282|73.652911482|60.774761059|73.592979401|71.650941732|71.745576826|77.382419646|2|3|1
9377|COLEGIO POLIV. VICENTE VALDES|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|73.468859199|71.427690838|75.51002756|73.906217006|82.375330691|66.931047103|72.412273225|63.483040422|67.201464899|61.953829779|61.293826588|76.399288242|74.146249509|79.290978522|75.760636695|2|2|1
9385|COLEGIO LE MONDE|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|77.17081452|74.122279296|80.219349744|78.053782318|83.307762461|68.676716071|82.176868421|71.86318612|74.675346224|82.370994593|58.543217542|75.0525303|66.255118602|76.785078609|82.11739369|2|3|1
9396|COLEGIO SANTA CECILIA DE LA FLORIDA|13|131|13110|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|136|CORDILLERA|LA FLORIDA|2m|73.469062414|72.979898619|73.95822621|76.044950511|80.31716961|71.414141209|76.403540715|72.028022122|78.717499051|75.638677506|61.72788981|74.418006429|74.729513025|71.855755669|76.668750594|3|5|1
9405|LICEO BETSABE HORMAZABAL DE ALARCON|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|75.099782962|70.590709964|79.60885596|71.395730499|75.056272365|66.04981831|73.081100822|66.891637528|64.472895962|72.176870026|64.025146597|75.47294654|78.099814956|74.29937088|74.019653784|1|2|1
9406|LICEO ANDRES BELLO|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|72.075994574|70.21839185|73.933597297|70.19310393|75.771387754|65.512634846|69.295289191|61.083061945|62.467489307|60.82934575|59.952350779|76.308442551|80.437906972|73.341643814|75.145776866|1|3|1
9407|ESCUELA DE LA INDUSTRIA GRAFICA HECTOR|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|72.803784019|72.393516076|73.214051962|71.651602618|77.526340076|67.343340542|70.085127237|62.859209373|70.142532047|60.292455217|58.142640854|73.498757729|76.183457429|69.047753122|75.265062636|2|2|1
9408|LICEO POLITECNICO DE SAN JOAQUIN|13|131|13129|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN JOAQUÍN|2m|80.098479306|76.23867208|83.958286531|79.39059034|85.622400505|72.662737908|79.886632608|72.325955819|73.788253723|68.926568802|74.263044931|85.425685956|82.940637505|88.10827649|85.228143873|2|1|1
9409|LICEO COMERCIAL INSTITUTO SUPERIOR DE C|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|72.819984658|70.068581778|75.571387537|74.872250918|79.071145121|68.129229544|77.416378089|58.411420381|63.688522582|56.212804764|55.332933796|72.128201273|68.795871087|73.305191674|74.283541057|2|2|1
9410|ESCUELA  CONSOLIDADA DAVILA|13|131|13121|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|PEDRO AGUIRRE CERDA|2m|73.830563155|69.878434866|77.782691445|69.854178235|76.797562179|64.342716124|68.422256404|68.600241155|60.880938235|80.069787985|64.849997244|74.60552566|77.485203554|72.126814832|74.204558596|1|2|1
9411|CENTRO EDUCACIONAL HORACIO ARAVENA A.|13|131|13129|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN JOAQUÍN|2m|71.795322163|68.934076248|74.656568079|71.324475575|77.513491843|65.973057672|70.486877209|63.477565435|67.359804403|64.05922257|59.013669332|73.094142577|75.327340416|69.098065684|74.85702163|1|2|1
9419|LICEO MUNICIPAL ENRIQUE BACKAUSSE|13|131|13121|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|PEDRO AGUIRRE CERDA|2m|82.817884225|78.135311567|87.500456883|81.650301641|87.756624919|74.802497633|82.391782371|78.735479415|80.080737533|79.197785447|76.927915266|87.835440787|90.949100916|85.559653197|86.997568247|1|2|1
9472|LICEO POLITECNICO SAN LUIS|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|70.359390468|68.640350094|72.078430843|68.767647839|75.92164997|63.364385716|67.01690783|63.976437435|77.299415376|55.760204504|58.869692427|69.333345513|66.4480249|69.944780841|71.607230797|2|2|1
9474|INSTIT.POLIT.SAN MIGUEL ARCANGEL|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|74.830820621|71.523003084|78.138638157|76.555101938|81.985785348|69.301727621|78.377792843|72.240573477|87.920656081|68.205313617|60.595750734|78.876282732|76.986304861|79.983936434|79.658606903|2|2|1
9484|COLEGIO SANTA ROSA|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|72.93748112|72.397133466|73.477828775|75.649126156|79.223162456|68.976884774|78.747331239|68.927468918|73.907185642|75.908946357|56.966274755|75.916328514|73.393048023|73.318625325|81.037312193|2|4|1
9486|COLEGIO ESPIRITU SANTO DEL VERBO DIVINO|13|131|13129|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN JOAQUÍN|2m|71.29097975|70.873240393|71.708719107|62.129433171|67.138647136|58.644581029|60.605071349|66.350203679|82.941847553|57.973977844|58.134785639|70.522252882|70.67682821|65.758279148|75.131651287|2|2|1
9487|ESCUELA INDUSTRIAL PART. LAUTARO|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|78.170321365|76.474087884|79.866554847|72.541068606|81.435988998|66.290711735|69.896505084|64.34974934|69.014650415|68.15039912|55.884198486|77.326709293|82.037003192|75.141225955|74.801898732|2|2|1
9489|LICEO COMERCIAL JAVIERA Y J L CARRERA N|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|76.365997064|75.450218401|77.281775728|77.306533908|85.134630814|70.965482086|75.819488825|69.525508854|84.409237932|59.106480977|65.060807652|78.62386699|82.439010804|76.953921263|76.478668903|2|2|1
9500|COLEGIO PART. NUESTRA SRA DEL HUERTO|13|131|13129|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN JOAQUÍN|2m|68.402087852|68.69949245|68.104683253|67.491454965|70.513322045|65.146212956|66.814829892|58.633818172|58.663864905|64.935858517|52.301731094|62.592050711|59.888380885|57.524158197|70.363613052|2|4|1
9502|COLEGIO POLIV.ADVENTISTA SANTIAGO SUR|13|131|13129|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN JOAQUÍN|2m|73.636677455|69.207117378|78.066237532|76.902872459|83.767244943|69.464467039|77.476905394|76.07614929|84.715617281|78.603012813|64.909817775|79.443389707|79.33111251|79.098462353|79.900594256|2|2|1
9504|ESCUELA PARTICULAR Y COLEGIO CHILE|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|67.772883428|65.871234463|69.674532394|64.091134767|68.243267473|60.914606977|63.11552985|58.563406313|62.302059434|56.048609727|57.33954978|67.144237986|71.102364012|61.578254252|68.752095694|2|3|1
9505|ESCUELA PARTICULAR JOSE A.ALFONSO|13|131|13121|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|PEDRO AGUIRRE CERDA|2m|73.651615557|71.680934784|75.622296331|71.900900844|79.616081225|67.05591861|69.030702698|64.986915243|70.357253714|68.01941811|56.584073904|75.912954546|74.306471775|77.168320851|76.264071011|2|3|1
9509|COLEGIO SUBERCASEAUX COLLEGE|13|131|13130|REGIÓN METROPOLITANA DE SANTIAGO|SANTIAGO|131|SANTIAGO CENTRO|SAN MIGUEL|2m|77.915008034|76.774248238|79.055767829|77.507903082|81.37901697|72.255416369|78.889275909|72.837950488|85.90905714|68.365242884|64.239551441|79.580326914|75.692623075|76.821343983|86.227013685|3|5|1
